annee,Num_Acc,hrmn,heure,saison,lum,motif
2013,201300031363,2130,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031379,615,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031411,528,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031455,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031542,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031733,550,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031759,550,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300031878,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300031891,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300031902,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300031994,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032196,1802,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032217,1817,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032439,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032440,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032451,655,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032621,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032623,725,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032737,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032748,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032764,609,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032780,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032883,605,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032911,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032927,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032933,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300032939,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033039,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033234,1756,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300033257,1920,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033266,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033268,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300033293,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033412,1755,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2013,201300033426,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033433,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300033531,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300033556,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033640,540,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033667,655,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033747,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300033783,930,9,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300033822,1737,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2013,201300033858,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300033939,1720,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2013,201300033944,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034022,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034109,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034159,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034185,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034262,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034283,515,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034358,650,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034381,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034387,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034390,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034497,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034512,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034598,2200,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034677,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034681,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034739,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034798,608,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300034919,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034924,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034926,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034928,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300034933,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300035018,620,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035057,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300035128,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300035422,2235,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035436,1655,16,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300035451,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035594,2035,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035599,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035690,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300035776,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300035783,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300035898,753,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035903,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035971,2225,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300035997,545,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300036075,1735,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036076,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036086,1725,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036096,1735,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036131,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300036152,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036306,1740,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300036307,1725,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300036460,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300036478,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300036666,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036703,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300036814,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300037065,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037068,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037126,1816,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300037138,1750,17,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037219,500,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300037357,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037360,1713,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037366,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037376,1751,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037440,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037472,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037650,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037651,1753,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2013,201300037655,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300037699,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300037745,1735,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300037746,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300037991,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038141,759,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038195,1805,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038263,1725,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300038285,1755,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2013,201300038288,720,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038292,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038392,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300038447,1915,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038455,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038502,1820,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038729,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038961,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300038986,2220,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039027,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039070,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039095,2200,22,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039240,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039243,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039407,725,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039431,2130,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039502,1705,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039580,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039711,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039738,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039826,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039828,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300039851,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039862,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039881,635,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300039940,655,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040312,2150,21,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040435,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040467,555,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040478,2120,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040489,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300040507,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040679,635,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040714,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300040852,1600,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300040983,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300040987,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300040992,1630,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041018,650,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300041074,642,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300041224,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041225,1710,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041226,1710,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041233,1740,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300041299,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300041300,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041403,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041426,1020,10,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041554,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041562,1655,16,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041565,742,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300041732,615,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300041800,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041808,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300041830,2002,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042007,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042207,655,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042223,1643,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300042233,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042665,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042666,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042763,2205,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042796,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042824,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042889,2100,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300042971,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300043107,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043229,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300043288,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043326,1910,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300043340,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300043493,1630,16,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043494,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300043496,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043524,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300043567,1645,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043723,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043902,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300043906,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300044026,1920,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300044103,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300044301,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300044324,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300044817,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300044841,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300044892,2215,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300044996,1710,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300045074,650,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300045268,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300045298,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300045324,1015,10,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300045331,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300045460,1050,10,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300045809,1950,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300045828,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300045890,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300045994,650,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046067,2115,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046120,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046127,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046577,105,1,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046578,150,1,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046623,1720,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300046630,1750,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300046643,640,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046679,1845,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046690,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046796,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046812,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046886,640,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300046892,1740,17,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300046920,2123,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047007,806,8,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300047140,900,9,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300047230,1738,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300047254,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300047255,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300047280,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300047284,1655,16,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300047285,1751,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300047309,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300047381,753,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047466,530,5,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047539,644,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047542,616,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047601,534,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047670,437,4,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047792,540,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047901,1927,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047905,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047933,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300047936,747,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300048088,1738,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300048099,1555,15,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300048179,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300048193,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300048513,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300048515,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300048567,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300048596,720,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300048761,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300048842,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300048963,620,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049034,1735,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049150,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049151,1747,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049355,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049358,637,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049375,1733,17,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049392,908,9,été,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2013,201300049527,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300049559,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049577,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049658,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049660,1735,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300049666,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049732,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300049782,1805,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049784,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049800,905,9,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300049822,2130,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300049940,1700,17,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300050049,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300050152,1720,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2013,201300050172,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300050275,1710,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050302,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050315,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050339,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050450,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050479,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2013,201300050561,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050587,1635,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050901,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300050907,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2013,201300051028,630,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
